DWA_ID,step_order,action_description,mapped_stage,cognitive_or_physical,cluster_id,intelligence_type,confidence,conf_LLM,conf_Multimodal_Perception,conf_Embodied,conf_Human_Bound
4.A.1.a.2.I09.D01,2,"Put on appropriate safety gear and equip oneself with necessary tools, such as a clipboard, pen, map, magnifying glass, and insect net.",Navigation_Addressing,Physical,5,Embodied,0.9681,0.0024,0.0269,0.9681,0.0026
4.A.1.a.2.I09.D01,3,"Begin at the property's entrance, following a systematic route that covers the entire area, ensuring all sections are inspected.",Navigation_Addressing,Physical,19,LLM,0.7909,0.7909,0.0935,0.1063,0.0093
4.A.1.a.2.I09.D01,4,"Inspect each plant species, looking for signs of pests, diseases, or nutrient deficiencies, such as discoloration, wilting, holes in leaves, or unusual growths.",Perception_Diagnosis,Cognitive,-1,Multimodal_Perception,0.8569,0.1375,0.8569,0.0031,0.0026
4.A.1.a.2.I09.D01,5,"Use a magnifying glass to examine leaves, stems, and soil for signs of pests, such as eggs, larvae, or damage to plant tissue.",Perception_Diagnosis,Physical,-1,Multimodal_Perception,0.9622,0.0138,0.9622,0.0225,0.0015
4.A.1.a.2.I09.D01,6,"Record the location, plant species, and observed issues on the property map, using symbols or codes to represent different problems.",Manipulation_Execution,Physical,-1,LLM,0.9542,0.9542,0.0325,0.0091,0.0043
4.A.1.a.2.I09.D01,7,"Collect samples of affected plant material, such as leaves or soil, for further analysis if necessary.",Manipulation_Execution,Physical,-1,Multimodal_Perception,0.676,0.1676,0.676,0.1025,0.0539
4.A.1.a.2.I09.D01,8,"Upon completing the inspection, review the map and notes to identify patterns or areas with multiple issues, prioritizing treatment needs.",Feedback_Verification,Cognitive,-1,LLM,0.9559,0.9559,0.027,0.0015,0.0156
4.A.1.a.2.I09.D01,9,"Consult treatment guidelines and property-specific factors, such as proximity to water sources or neighboring properties, to recommend appropriate treatments.",Feedback_Verification,Cognitive,-1,LLM,0.887,0.887,0.019,0.0092,0.0849
4.A.1.a.2.I09.D01,10,"Prepare a written report summarizing findings, recommended treatments, and a plan for follow-up inspections, then submit it to the property manager.",Feedback_Verification,Physical,18,LLM,0.7058,0.7058,0.0318,0.0145,0.2479
4.A.4.a.2.I01.D01,1,Research local community's background knowledge on environmental issues to tailor the presentation.,Intent_Communication,Cognitive,13,LLM,0.9203,0.9203,0.0095,0.011,0.0592
4.A.4.a.2.I01.D01,2,"Gather relevant data, images, and statistics to support the presentation's key points.",Perception_Diagnosis,Cognitive,22,LLM,0.9731,0.9731,0.014,0.0018,0.0111
4.A.4.a.2.I01.D01,3,"Create a structured outline for the presentation, including an introduction, main points, and conclusion.",Manipulation_Execution,Cognitive,22,LLM,0.9514,0.9514,0.0032,0.0092,0.0362
4.A.4.a.2.I01.D01,4,"Prepare presentation slides using appropriate software, ensuring they are visually appealing and easy to understand.",Manipulation_Execution,Cognitive,22,LLM,0.8638,0.8638,0.0366,0.0428,0.0568
4.A.4.a.2.I01.D01,5,"Arrive at the presentation venue, set up necessary equipment (laptop, projector, microphone), and test tools to ensure they work properly.",Navigation_Addressing,Physical,21,LLM,0.441,0.441,0.3231,0.162,0.0739
4.A.4.a.2.I01.D01,6,"Introduce yourself and the topic, clearly stating the purpose of the presentation and what the audience can expect to learn.",Intent_Communication,Cognitive,22,LLM,0.5633,0.5633,0.0493,0.0964,0.2909
4.A.4.a.2.I01.D01,7,"Deliver the main points of the presentation, using storytelling techniques, analogies, and real-life examples to make information accessible and engaging.",Manipulation_Execution,Cognitive,22,LLM,0.8032,0.8032,0.0179,0.0292,0.1497
4.A.4.a.2.I01.D01,8,"Encourage questions and discussions throughout the presentation, addressing them clearly and concisely.",Feedback_Verification,Cognitive,22,LLM,0.6963,0.6963,0.0239,0.0145,0.2653
4.A.4.a.2.I01.D01,9,"Conclude the presentation by summarizing key points, emphasizing the importance of environmental awareness, and inviting further questions or discussions.",Feedback_Verification,Cognitive,22,LLM,0.8132,0.8132,0.0064,0.0098,0.1706
4.A.4.a.2.I01.D01,10,"After the presentation, collect feedback from the audience and follow up with them to provide additional resources or answer any further questions.",Feedback_Verification,Cognitive,22,LLM,0.7893,0.7893,0.0124,0.0061,0.1921
4.A.3.a.3.I07.D05,1,Review power demand and distribution requirements for the area.,Intent_Communication,Cognitive,-1,LLM,0.9773,0.9773,0.0133,0.0028,0.0067
4.A.3.a.3.I07.D05,2,Navigate to the substation and locate the specific transformer and circuit breakers.,Navigation_Addressing,Physical,34,Multimodal_Perception,0.8393,0.0533,0.8393,0.0942,0.0132
4.A.3.a.3.I07.D05,3,"Check the current status of the transformer and circuit breakers, including voltage levels and breaker positions.",Perception_Diagnosis,Cognitive,34,Multimodal_Perception,0.9886,0.0042,0.9886,0.0055,0.0017
4.A.3.a.3.I07.D05,4,Put on personal protective equipment (PPE) to ensure safety.,Perception_Diagnosis,Physical,5,Embodied,0.8794,0.0078,0.0775,0.8794,0.0354
4.A.3.a.3.I07.D05,5,Safely isolate the transformer from the power grid by operating the circuit breaker.,Manipulation_Execution,Physical,34,Embodied,0.5733,0.0221,0.3349,0.5733,0.0696
4.A.3.a.3.I07.D05,6,Adjust the transformer settings to match the current power demand.,Manipulation_Execution,Physical,34,Embodied,0.456,0.068,0.4374,0.456,0.0386
4.A.3.a.3.I07.D05,7,Reconnect the transformer to the power grid by closing the circuit breaker.,Manipulation_Execution,Physical,34,Embodied,0.7719,0.0083,0.1972,0.7719,0.0226
4.A.3.a.3.I07.D05,8,Monitor the transformer and circuit breaker to ensure they are functioning correctly and distributing power as expected.,Feedback_Verification,Cognitive,34,Multimodal_Perception,0.9819,0.0157,0.9819,0.0015,0.0009
4.A.3.a.3.I07.D05,9,Record the operational data and any adjustments made for future reference.,Feedback_Verification,Cognitive,25,LLM,0.9606,0.9606,0.0373,0.001,0.001
4.A.3.a.3.I07.D05,10,"Communicate with the control room to report any issues or concerns, and receive guidance or instructions as needed.",Intent_Communication,Cognitive,-1,Multimodal_Perception,0.6772,0.1653,0.6772,0.1061,0.0513
4.A.2.b.2.I18.D21,1,"Review production requirements, documentation, and existing blueprints to understand the system's purpose, components, and flow.",Intent_Communication,Cognitive,-1,LLM,0.9866,0.9866,0.0107,0.0007,0.002
4.A.2.b.2.I18.D21,2,"Visit the production site (if applicable) to observe the physical layout, workflow, and interactions between components.",Navigation_Addressing,Physical,-1,Multimodal_Perception,0.7355,0.2505,0.7355,0.0119,0.0022
4.A.2.b.2.I18.D21,3,"Document key components, their functions, and the sequence of operations within the production system.",Perception_Diagnosis,Cognitive,-1,LLM,0.98,0.98,0.0133,0.005,0.0017
4.A.2.b.2.I18.D21,4,Select appropriate diagramming software and tools based on the system's complexity and desired level of detail.,Manipulation_Execution,Cognitive,-1,LLM,0.9456,0.9456,0.0365,0.0114,0.0066
4.A.2.b.2.I18.D21,5,"Create a digital representation of the production system, including layout, workflow, and key components.",Manipulation_Execution,Physical,-1,LLM,0.9833,0.9833,0.0118,0.0039,0.0009
4.A.2.b.2.I18.D21,6,Review the graphical representation with stakeholders to gather feedback and ensure accuracy and clarity.,Feedback_Verification,Cognitive,-1,LLM,0.9567,0.9567,0.02,0.0003,0.023
4.A.2.b.2.I18.D21,7,"Refine the graphical representation based on feedback, addressing any inaccuracies or areas for improvement.",Feedback_Verification,Physical,-1,LLM,0.9765,0.9765,0.0204,0.0003,0.0028
4.A.1.a.2.I01.D09,1,Approach the equipment and locate the control panel.,Navigation_Addressing,Physical,-1,Multimodal_Perception,0.9195,0.0214,0.9195,0.0551,0.0039
4.A.1.a.2.I01.D09,2,"Review the control panel display for error messages, warnings, or operational status.",Perception_Diagnosis,Cognitive,-1,Multimodal_Perception,0.9932,0.0061,0.9932,0.0003,0.0004
4.A.1.a.2.I01.D09,3,"Visually inspect the equipment for signs of damage, wear, or misalignment.",Perception_Diagnosis,Cognitive,34,Multimodal_Perception,0.9998,1e-04,0.9998,0.0002,0.0
4.A.1.a.2.I01.D09,4,Conduct a functional test (if applicable) and observe the equipment's performance.,Manipulation_Execution,Physical,34,Multimodal_Perception,0.9967,0.003,0.9967,0.0002,1e-04
4.A.1.a.2.I01.D09,5,"Record observations, including any issues identified, in a maintenance log.",Feedback_Verification,Cognitive,-1,Multimodal_Perception,0.7854,0.2119,0.7854,0.0008,0.0018
4.A.1.a.2.I01.D09,6,Compare current findings with previous maintenance records to identify patterns or recurring issues.,Perception_Diagnosis,Cognitive,-1,Multimodal_Perception,0.6126,0.3864,0.6126,0.0002,0.0008
4.A.1.a.2.I01.D09,7,Communicate assessment findings and recommended actions to the supervisor.,Intent_Communication,Cognitive,-1,Human_Bound,0.5149,0.469,0.0125,0.0036,0.5149
4.A.2.a.4.I10.D02,1,"Review the case file and understand the crime scene, victims, and suspects.",Intent_Communication,Cognitive,12,Human_Bound,0.8063,0.1371,0.0436,0.013,0.8063
4.A.2.a.4.I10.D02,2,"Carefully unpackage and examine the physical evidence, noting initial observations and ensuring proper chain of custody.",Perception_Diagnosis,Physical,12,Human_Bound,0.7641,0.0769,0.0556,0.1034,0.7641
4.A.2.a.4.I10.D02,3,"Select appropriate tools and techniques for analyzing the evidence, such as DNA testing, fingerprint analysis, or trace evidence analysis.",Manipulation_Execution,Cognitive,12,LLM,0.4668,0.4668,0.1305,0.0739,0.3288
4.A.2.a.4.I10.D02,4,"Prepare and process the evidence for analysis, following strict chain-of-custody protocols.",Manipulation_Execution,Physical,12,Human_Bound,0.7938,0.1972,0.0022,0.0069,0.7938
4.A.2.a.4.I10.D02,5,"Operate specialized equipment to analyze the evidence, such as DNA sequencers, fingerprint scanners, or scanning electron microscopes.",Manipulation_Execution,Physical,12,Human_Bound,0.3943,0.1544,0.195,0.2563,0.3943
4.A.2.a.4.I10.D02,6,"Analyze and interpret the results of the analysis, comparing them to known databases or other evidence from the case.",Perception_Diagnosis,Cognitive,12,LLM,0.6875,0.6875,0.0351,0.0028,0.2746
4.A.2.a.4.I10.D02,7,"Reconstruct the crime scene based on the evidence, considering timelines, locations, and actions of the suspect and victim.",Navigation_Addressing,Cognitive,12,LLM,0.4466,0.4466,0.0659,0.0977,0.3898
4.A.2.a.4.I10.D02,8,"Prepare a detailed report outlining the findings, conclusions, and how they support the case against the suspect.",Feedback_Verification,Cognitive,12,LLM,0.5159,0.5159,0.0185,0.0054,0.4602
4.A.2.a.4.I10.D02,9,"Present the findings to the investigation team, answering questions and discussing implications.",Intent_Communication,Cognitive,-1,Human_Bound,0.8416,0.1537,0.0036,0.0011,0.8416
4.A.2.a.4.I10.D02,10,"Archive the evidence and case file, ensuring they are properly stored and accessible for future reference.",Feedback_Verification,Physical,12,Human_Bound,0.8578,0.066,0.0043,0.0719,0.8578
4.A.2.b.2.I21.D01,1,"Review the project brief, design requirements, and any relevant data to understand the project's specifications and goals.",Intent_Communication,Cognitive,32,LLM,0.9739,0.9739,0.0231,0.0007,0.0023
4.A.2.b.2.I21.D01,2,Open the appropriate 3D modeling or CAD software and create a new project file.,Navigation_Addressing,Physical,27,Embodied,0.7867,0.1352,0.074,0.7867,0.004
4.A.2.b.2.I21.D01,3,"Import or create any necessary 2D sketches, reference data, or initial shapes to serve as the foundation for the 3D model.",Perception_Diagnosis,Cognitive,27,Embodied,0.762,0.1186,0.1161,0.762,0.0033
4.A.2.b.2.I21.D01,4,"Begin creating the 3D model by using the software's tools to build, extrude, or otherwise generate the main components of the design.",Manipulation_Execution,Physical,27,Embodied,0.5429,0.3335,0.1111,0.5429,0.0124
4.A.2.b.2.I21.D01,5,"Add details, features, and structural elements to the model, ensuring it accurately represents the intended design.",Manipulation_Execution,Physical,-1,LLM,0.8918,0.8918,0.0655,0.0365,0.0063
4.A.2.b.2.I21.D01,6,"Perform initial checks on the model's geometry, ensuring it's watertight, error-free, and meets the design requirements.",Feedback_Verification,Cognitive,-1,Multimodal_Perception,0.7214,0.26,0.7214,0.0131,0.0054
4.A.2.b.2.I21.D01,7,"Run simulations, perform analyses, or otherwise evaluate the model's performance to ensure it meets the design goals.",Feedback_Verification,Cognitive,-1,LLM,0.8068,0.8068,0.1674,0.0047,0.021
4.A.2.b.2.I21.D01,8,"Make any necessary revisions to the model based on the evaluation results, design feedback, or changes in requirements.",Manipulation_Execution,Physical,-1,LLM,0.9661,0.9661,0.0128,0.0025,0.0186
4.A.2.b.2.I21.D01,9,"Save the final model with an appropriate filename, backup, and in any required formats for further analysis or manufacturing.",Navigation_Addressing,Physical,27,Embodied,0.6427,0.1039,0.2392,0.6427,0.0142
4.A.2.b.2.I21.D01,10,"Prepare any necessary documentation, reports, or support materials to accompany the final model.",Feedback_Verification,Cognitive,-1,LLM,0.9671,0.9671,0.0092,0.0125,0.0111
4.A.2.a.1.I04.D02,1,Review performance records and resumes of current and prospective maintenance employees.,Intent_Communication,Cognitive,30,LLM,0.9373,0.9373,0.0559,0.0004,0.0064
4.A.2.a.1.I04.D02,2,"Conduct structured interviews to assess technical knowledge, problem-solving skills, and communication.",Intent_Communication,Cognitive,-1,LLM,0.9175,0.9175,0.0512,0.0013,0.03
4.A.2.a.1.I04.D02,3,Administer safety quizzes to assess understanding of safety protocols.,Perception_Diagnosis,Cognitive,18,LLM,0.5157,0.5157,0.3704,0.0137,0.1002
4.A.2.a.1.I04.D02,4,Observe candidates performing practical tasks and working in teams to assess hands-on skills and teamwork.,Perception_Diagnosis,Physical,-1,LLM,0.5748,0.5748,0.2697,0.0089,0.1467
4.A.2.a.1.I04.D02,5,Present candidates with hypothetical and complex maintenance scenarios to assess problem-solving abilities.,Perception_Diagnosis,Cognitive,30,LLM,0.7525,0.7525,0.19,0.0084,0.049
4.A.2.a.1.I04.D02,6,Ask candidates to explain their approach to preventive maintenance and record-keeping.,Perception_Diagnosis,Cognitive,-1,LLM,0.8956,0.8956,0.0166,0.0015,0.0864
4.A.2.a.1.I04.D02,7,Provide feedback and guidance to candidates during practical tasks and scenarios.,Manipulation_Execution,Physical,-1,LLM,0.752,0.752,0.0147,0.0019,0.2314
4.A.2.a.1.I04.D02,8,"Evaluate candidates' overall performance based on technical skills, problem-solving abilities, communication, safety consciousness, and teamwork.",Feedback_Verification,Cognitive,-1,LLM,0.8985,0.8985,0.0779,0.0011,0.0226
4.A.2.a.1.I04.D02,9,Document evaluation results and provide feedback to candidates.,Feedback_Verification,Cognitive,17,LLM,0.9021,0.9021,0.0087,0.0003,0.0889
4.A.2.a.1.I04.D02,10,"Prepare a written report summarizing each candidate's strengths, weaknesses, and recommendations for hiring, training, or role assignment.",Feedback_Verification,Cognitive,-1,LLM,0.9733,0.9733,0.0016,0.0006,0.0245
4.A.3.b.4.I02.D15,1,Retrieve the list of fire fighting tools and equipment that need maintenance from the station's inventory system.,Intent_Communication,Cognitive,-1,Multimodal_Perception,0.6324,0.216,0.6324,0.147,0.0046
4.A.3.b.4.I02.D15,2,Put on personal protective equipment (PPE) to ensure safety while handling equipment.,Navigation_Addressing,Physical,5,Embodied,0.6171,0.0271,0.3317,0.6171,0.024
4.A.3.b.4.I02.D15,3,"Locate and access the fire fighting tools and equipment, either on the fire truck or in the equipment room.",Navigation_Addressing,Physical,2,Embodied,0.7551,0.0245,0.2009,0.7551,0.0195
